,Unnamed: 0,trial,stimulus,prime,prime_affect,word,word_affect,responsetime,accuracy
1825,1825,1826,21,PL1,positive,morgue,negative,518,1
1826,1826,1827,33,NH1,negative,fatal,negative,501,1
1827,1827,1828,27,PL2,positive,excite,positive,756,1
1828,1828,1829,40,NH1,negative,comfy,positive,636,1
1829,1829,1830,15,PH2,positive,morgue,negative,455,1
1830,1830,1831,16,PH2,positive,dismal,negative,586,1
1831,1831,1832,46,NH2,negative,payday,positive,381,1
1832,1832,1833,35,NH1,negative,morgue,negative,597,1
1833,1833,1834,10,PH2,positive,payday,positive,479,1
1834,1834,1835,38,NH1,negative,payday,positive,429,1
1835,1835,1836,3,PH1,positive,relax,positive,446,1
1836,1836,1837,28,PL2,positive,payday,positive,446,1
1837,1837,1838,22,PL1,positive,dismal,negative,677,1
1838,1838,1839,57,NL2,negative,morgue,negative,563,1
1839,1839,1840,8,PH1,positive,dismal,negative,671,1
1840,1840,1841,1,PH1,positive,excite,positive,404,2
1841,1841,1842,62,NL2,negative,comfy,positive,494,1
1842,1842,1843,64,NL2,negative,payday,positive,574,1
1843,1843,1844,2,PH1,positive,payday,positive,485,1
1844,1844,1845,55,NL1,negative,excite,positive,459,1
1845,1845,1846,23,PL1,positive,fatal,negative,653,1
1846,1846,1847,4,PH1,positive,comfy,positive,527,1
1847,1847,1848,31,PL2,positive,fatal,negative,643,1
1848,1848,1849,32,PL2,positive,arrest,negative,493,1
1849,1849,1850,49,NL1,negative,morgue,negative,726,1
1850,1850,1851,12,PH2,positive,comfy,positive,731,1
1851,1851,1852,53,NL1,negative,relax,positive,523,1
1852,1852,1853,43,NH2,negative,morgue,negative,492,1
1853,1853,1854,6,PH1,positive,arrest,negative,439,1
1854,1854,1855,36,NH1,negative,dismal,negative,598,1
1855,1855,1856,52,NL1,negative,arrest,negative,565,1
1856,1856,1857,59,NL2,negative,fatal,negative,390,1
1857,1857,1858,11,PH2,positive,relax,positive,541,2
1858,1858,1859,7,PH1,positive,morgue,negative,508,2
1859,1859,1860,60,NL2,negative,arrest,negative,871,1
1860,1860,1861,63,NL2,negative,excite,positive,719,1
1861,1861,1862,54,NL1,negative,comfy,positive,842,1
1862,1862,1863,55,NL1,negative,excite,positive,546,1
1863,1863,1864,4,PH1,positive,comfy,positive,567,1
1864,1864,1865,31,PL2,positive,fatal,negative,905,1
1865,1865,1866,38,NH1,negative,payday,positive,954,1
1866,1866,1867,12,PH2,positive,comfy,positive,760,1
1867,1867,1868,21,PL1,positive,morgue,negative,924,2
1868,1868,1869,36,NH1,negative,dismal,negative,630,1
1869,1869,1870,48,NH2,negative,comfy,positive,724,1
1870,1870,1871,33,NH1,negative,fatal,negative,580,1
1871,1871,1872,10,PH2,positive,payday,positive,1124,1
1872,1872,1873,62,NL2,negative,comfy,positive,635,1
1873,1873,1874,8,PH1,positive,dismal,negative,719,1
1874,1874,1875,22,PL1,positive,dismal,negative,803,1
1875,1875,1876,64,NL2,negative,payday,positive,758,2
1876,1876,1877,13,PH2,positive,fatal,negative,796,1
1877,1877,1878,51,NL1,negative,fatal,negative,611,1
1878,1878,1879,52,NL1,negative,arrest,negative,426,1
1879,1879,1880,34,NH1,negative,arrest,negative,563,1
1880,1880,1881,41,NH2,negative,fatal,negative,591,1
1881,1881,1882,37,NH1,negative,excite,positive,383,2
1882,1882,1883,19,PL1,positive,excite,positive,522,1
1883,1883,1884,46,NH2,negative,payday,positive,1003,1
1884,1884,1885,9,PH2,positive,excite,positive,967,1
1885,1885,1886,18,PL1,positive,comfy,positive,595,1
1886,1886,1887,2,PH1,positive,payday,positive,748,1
1887,1887,1888,35,NH1,negative,morgue,negative,561,1
1888,1888,1889,59,NL2,negative,fatal,negative,523,1
1889,1889,1890,49,NL1,negative,morgue,negative,726,1
1890,1890,1891,57,NL2,negative,morgue,negative,517,1
1891,1891,1892,25,PL2,positive,relax,positive,642,1
1892,1892,1893,56,NL1,negative,payday,positive,653,1
1893,1893,1894,30,PL2,positive,dismal,negative,760,2
1894,1894,1895,61,NL2,negative,relax,positive,732,1
1895,1895,1896,11,PH2,positive,relax,positive,590,1
1896,1896,1897,58,NL2,negative,dismal,negative,743,1
1897,1897,1898,5,PH1,positive,fatal,negative,718,1
1898,1898,1899,23,PL1,positive,fatal,negative,538,1
1899,1899,1900,26,PL2,positive,comfy,positive,640,1
1900,1900,1901,7,PH1,positive,morgue,negative,343,2
1901,1901,1902,3,PH1,positive,relax,positive,657,1
1902,1902,1903,45,NH2,negative,excite,positive,822,1
1903,1903,1904,44,NH2,negative,dismal,negative,677,1
1904,1904,1905,1,PH1,positive,excite,positive,661,1
1905,1905,1906,50,NL1,negative,dismal,negative,858,1
1906,1906,1907,47,NH2,negative,relax,positive,564,1
1907,1907,1908,16,PH2,positive,dismal,negative,890,1
1908,1908,1909,42,NH2,negative,arrest,negative,884,1
1909,1909,1910,15,PH2,positive,morgue,negative,600,1
1910,1910,1911,17,PL1,positive,relax,positive,437,2
1911,1911,1912,43,NH2,negative,morgue,negative,534,1
1912,1912,1913,14,PH2,positive,arrest,negative,597,1
1913,1913,1914,40,NH1,negative,comfy,positive,1038,1
1914,1914,1915,24,PL1,positive,arrest,negative,730,1
1915,1915,1916,32,PL2,positive,arrest,negative,505,1
1916,1916,1917,22,PL1,positive,dismal,negative,546,1
1917,1917,1918,51,NL1,negative,fatal,negative,510,1
1918,1918,1919,33,NH1,negative,fatal,negative,452,1
1919,1919,1920,14,PH2,positive,arrest,negative,491,1
1920,1920,1921,63,NL2,negative,excite,positive,460,1
1921,1921,1922,43,NH2,negative,morgue,negative,564,1
1922,1922,1923,23,PL1,positive,fatal,negative,480,1
1923,1923,1924,25,PL2,positive,relax,positive,408,1
1924,1924,1925,54,NL1,negative,comfy,positive,509,1
1925,1925,1926,62,NL2,negative,comfy,positive,459,1
1926,1926,1927,64,NL2,negative,payday,positive,554,2
1927,1927,1928,37,NH1,negative,excite,positive,459,1
1928,1928,1929,13,PH2,positive,fatal,negative,553,1
1929,1929,1930,8,PH1,positive,dismal,negative,462,1
1930,1930,1931,48,NH2,negative,comfy,positive,484,1
1931,1931,1932,31,PL2,positive,fatal,negative,545,1
1932,1932,1933,6,PH1,positive,arrest,negative,536,1
1933,1933,1934,34,NH1,negative,arrest,negative,543,1
1934,1934,1935,50,NL1,negative,dismal,negative,464,1
1935,1935,1936,15,PH2,positive,morgue,negative,527,1
1936,1936,1937,52,NL1,negative,arrest,negative,592,1
1937,1937,1938,9,PH2,positive,excite,positive,522,1
1938,1938,1939,59,NL2,negative,fatal,negative,454,1
1939,1939,1940,29,PL2,positive,morgue,negative,571,1
1940,1940,1941,11,PH2,positive,relax,positive,565,1
1941,1941,1942,58,NL2,negative,dismal,negative,586,1
1942,1942,1943,19,PL1,positive,excite,positive,413,1
1943,1943,1944,28,PL2,positive,payday,positive,427,1
1944,1944,1945,56,NL1,negative,payday,positive,474,1
1945,1945,1946,17,PL1,positive,relax,positive,466,1
1946,1946,1947,47,NH2,negative,relax,positive,466,1
1947,1947,1948,45,NH2,negative,excite,positive,456,1
1948,1948,1949,26,PL2,positive,comfy,positive,407,1
1949,1949,1950,4,PH1,positive,comfy,positive,440,1
1950,1950,1951,42,NH2,negative,arrest,negative,522,1
1951,1951,1952,12,PH2,positive,comfy,positive,444,1
1952,1952,1953,41,NH2,negative,fatal,negative,540,1
1953,1953,1954,20,PL1,positive,payday,positive,481,1
1954,1954,1955,30,PL2,positive,dismal,negative,543,1
1955,1955,1956,3,PH1,positive,relax,positive,524,1
1956,1956,1957,38,NH1,negative,payday,positive,437,1
1957,1957,1958,24,PL1,positive,arrest,negative,528,1
1958,1958,1959,7,PH1,positive,morgue,negative,507,1
1959,1959,1960,1,PH1,positive,excite,positive,469,1
1960,1960,1961,16,PH2,positive,dismal,negative,469,1
1961,1961,1962,32,PL2,positive,arrest,negative,444,1
1962,1962,1963,2,PH1,positive,payday,positive,531,1
1963,1963,1964,27,PL2,positive,excite,positive,450,1
1964,1964,1965,46,NH2,negative,payday,positive,416,1
1965,1965,1966,5,PH1,positive,fatal,negative,428,1
1966,1966,1967,36,NH1,negative,dismal,negative,524,1
1967,1967,1968,49,NL1,negative,morgue,negative,494,1
1968,1968,1969,39,NH1,negative,relax,positive,511,1
1969,1969,1970,57,NL2,negative,morgue,negative,472,1
1970,1970,1971,40,NH1,negative,comfy,positive,443,1
1971,1971,1972,21,PL1,positive,morgue,negative,500,1
1972,1972,1973,60,NL2,negative,arrest,negative,500,1
1973,1973,1974,18,PL1,positive,comfy,positive,546,1
1974,1974,1975,55,NL1,negative,excite,positive,439,1
1975,1975,1976,53,NL1,negative,relax,positive,444,1
1976,1976,1977,44,NH2,negative,dismal,negative,465,1
1977,1977,1978,61,NL2,negative,relax,positive,500,1
1978,1978,1979,16,PH2,positive,dismal,negative,589,1
1979,1979,1980,57,NL2,negative,morgue,negative,586,2
1980,1980,1981,3,PH1,positive,relax,positive,624,1
1981,1981,1982,60,NL2,negative,arrest,negative,572,1
1982,1982,1983,10,PH2,positive,payday,positive,566,1
1983,1983,1984,22,PL1,positive,dismal,negative,506,1
1984,1984,1985,34,NH1,negative,arrest,negative,572,1
1985,1985,1986,38,NH1,negative,payday,positive,539,1
1986,1986,1987,6,PH1,positive,arrest,negative,522,1
1987,1987,1988,31,PL2,positive,fatal,negative,515,1
1988,1988,1989,49,NL1,negative,morgue,negative,604,1
1989,1989,1990,13,PH2,positive,fatal,negative,449,1
1990,1990,1991,45,NH2,negative,excite,positive,571,1
1991,1991,1992,2,PH1,positive,payday,positive,579,1
1992,1992,1993,41,NH2,negative,fatal,negative,596,1
1993,1993,1994,7,PH1,positive,morgue,negative,626,1
1994,1994,1995,18,PL1,positive,comfy,positive,583,1
1995,1995,1996,54,NL1,negative,comfy,positive,623,1
1996,1996,1997,64,NL2,negative,payday,positive,535,1
1997,1997,1998,50,NL1,negative,dismal,negative,493,1
1998,1998,1999,58,NL2,negative,dismal,negative,576,1
1999,1999,2000,26,PL2,positive,comfy,positive,559,1
2000,2000,2001,42,NH2,negative,arrest,negative,598,1
2001,2001,2002,33,NH1,negative,fatal,negative,487,1
2002,2002,2003,51,NL1,negative,fatal,negative,457,1
2003,2003,2004,56,NL1,negative,payday,positive,505,1
2004,2004,2005,29,PL2,positive,morgue,negative,552,1
2005,2005,2006,37,NH1,negative,excite,positive,452,1
2006,2006,2007,35,NH1,negative,morgue,negative,506,1
2007,2007,2008,12,PH2,positive,comfy,positive,503,1
2008,2008,2009,36,NH1,negative,dismal,negative,535,1
2009,2009,2010,14,PH2,positive,arrest,negative,528,1
2010,2010,2011,61,NL2,negative,relax,positive,491,1
2011,2011,2012,63,NL2,negative,excite,positive,477,1
2012,2012,2013,15,PH2,positive,morgue,negative,624,1
2013,2013,2014,32,PL2,positive,arrest,negative,479,1
2014,2014,2015,39,NH1,negative,relax,positive,530,1
2015,2015,2016,52,NL1,negative,arrest,negative,572,1
2016,2016,2017,28,PL2,positive,payday,positive,534,1
2017,2017,2018,30,PL2,positive,dismal,negative,524,1
2018,2018,2019,25,PL2,positive,relax,positive,546,1
2019,2019,2020,53,NL1,negative,relax,positive,554,1
2020,2020,2021,17,PL1,positive,relax,positive,469,1
2021,2021,2022,20,PL1,positive,payday,positive,538,1
2022,2022,2023,43,NH2,negative,morgue,negative,437,1
2023,2023,2024,9,PH2,positive,excite,positive,477,1
2024,2024,2025,40,NH1,negative,comfy,positive,588,1
2025,2025,2026,4,PH1,positive,comfy,positive,502,1
2026,2026,2027,5,PH1,positive,fatal,negative,565,1
2027,2027,2028,1,PH1,positive,excite,positive,611,1
2028,2028,2029,27,PL2,positive,excite,positive,534,1
2029,2029,2030,24,PL1,positive,arrest,negative,586,1
2030,2030,2031,21,PL1,positive,morgue,negative,547,1
2031,2031,2032,62,NL2,negative,comfy,positive,446,1
2032,2032,2033,46,NH2,negative,payday,positive,485,1
2033,2033,2034,19,PL1,positive,excite,positive,391,1
2034,2034,2035,47,NH2,negative,relax,positive,439,1
2035,2035,2036,55,NL1,negative,excite,positive,424,1
2036,2036,2037,8,PH1,positive,dismal,negative,514,1
2037,2037,2038,59,NL2,negative,fatal,negative,612,1
2038,2038,2039,48,NH2,negative,comfy,positive,539,1
